t,value,ema17,ema1_ma2,ema1_ma3,ema2_ma1,ema2_ma2,filtered,,filtered,fifth,,forth,,third,,second,,first,,,
0.519,-0.135206,-0.476626,-0.388209,-0.413268,-0.416855,-0.409119,-0.476626,,0.476626,0.409119,,0.416855,,0.413268,,0.388209,,0.070561,,,
0.52,-0.87883,-0.500364,-0.461802,-0.50638,-0.532349,-0.550033,-0.500364,,0.500364,0.550033,,0.532349,,0.50638,,0.461802,,0.110974,,,
0.521,-0.817412,-0.459605,-0.515144,-0.568587,-0.603614,-0.630246,-0.459605,,0.459605,0.630246,,0.603614,,0.568587,,0.515144,,0.146296,,,
0.522,-0.119132,-0.466641,-0.455742,-0.478696,-0.482494,-0.476912,-0.466641,,0.466641,0.476912,,0.482494,,0.478696,,0.455742,,0.144938,,,
0.523,-0.556912,-0.439198,-0.470917,-0.494339,-0.501098,-0.500912,-0.439198,,0.439198,0.500912,,0.501098,,0.494339,,0.470917,,0.165537,,,
0.524,-0.073189,-0.427825,-0.411258,-0.410109,-0.394121,-0.372595,-0.427825,,0.427825,0.372595,,0.394121,,0.410109,,0.411258,,0.160919,,,
0.525,-0.639867,-0.498947,-0.445549,-0.456061,-0.455558,-0.452777,-0.498947,,0.498947,0.452777,,0.455558,,0.456061,,0.445549,,0.184867,,,
0.526,-0.102244,-0.525528,-0.394054,-0.385297,-0.367229,-0.347617,-0.525528,,0.525528,0.347617,,0.367229,,0.385297,,0.394054,,0.180736,,,
0.527,-0.548862,-0.550896,-0.417275,-0.41801,-0.412637,-0.40799,-0.550896,,0.550896,0.40799,,0.412637,,0.41801,,0.417275,,0.199142,,,
0.528,-0.575488,-0.620688,-0.441007,-0.449506,-0.45335,-0.45824,-0.620688,,0.620688,0.45824,,0.45335,,0.449506,,0.441007,,0.217959,,,
0.529,-0.258936,-0.709718,-0.413696,-0.411392,-0.404747,-0.398449,-0.709718,,0.709718,0.398449,,0.404747,,0.411392,,0.413696,,0.220008,,,
0.53,-0.917548,-0.784861,-0.489274,-0.512623,-0.532947,-0.554178,-0.784861,,0.784861,0.554178,,0.532947,,0.512623,,0.489274,,0.254885,,,
0.531,-1.171221,-0.840934,-0.591566,-0.644343,-0.692515,-0.739291,-0.840934,,0.840934,0.739291,,0.692515,,0.644343,,0.591566,,0.300702,,,
0.532,-1.096454,-0.898477,-0.667299,-0.734765,-0.7935,-0.84644,-0.898477,,0.898477,0.84644,,0.7935,,0.734765,,0.667299,,0.340489,,,
0.533,-0.886845,-1.009091,-0.700231,-0.765181,-0.816836,-0.858562,-1.009091,,1.009091,0.858562,,0.816836,,0.765181,,0.700231,,0.367807,,,
0.534,-1.536246,-1.069379,-0.825633,-0.919394,-0.996689,-1.061867,-1.069379,,1.069379,1.061867,,0.996689,,0.919394,,0.825633,,0.426229,,,
0.535,-0.899765,-1.178293,-0.836753,-0.915468,-0.972458,-1.013236,-1.178293,,1.178293,1.013236,,0.972458,,0.915468,,0.836753,,0.449906,,,
0.536,-1.25667,-1.199094,-0.899741,-0.983709,-1.043511,-1.086266,-1.199094,,1.199094,1.086266,,1.043511,,0.983709,,0.899741,,0.490244,,,
0.537,-0.735214,-1.163231,-0.875062,-0.93401,-0.966437,-0.980951,-1.163231,,1.163231,0.980951,,0.966437,,0.93401,,0.875062,,0.502493,,,
0.538,-1.765612,-1.142452,-1.008644,-1.10033,-1.16623,-1.216349,-1.142452,,1.142452,1.216349,,1.16623,,1.10033,,1.008644,,0.565649,,,
0.539,-1.238654,-1.140747,-1.043146,-1.127995,-1.184336,-1.223041,-1.140747,,1.140747,1.223041,,1.184336,,1.127995,,1.043146,,0.599299,,,
0.54,-1.456997,-1.077037,-1.105223,-1.193795,-1.252502,-1.293227,-1.077037,,1.077037,1.293227,,1.252502,,1.193795,,1.105223,,0.642184,,,
0.541,-1.146359,-1.062594,-1.111394,-1.184308,-1.225966,-1.249167,-1.062594,,1.062594,1.249167,,1.225966,,1.184308,,1.111394,,0.667393,,,
0.542,-0.776726,-1.051653,-1.061194,-1.102792,-1.113656,-1.107435,-1.051653,,1.051653,1.107435,,1.113656,,1.102792,,1.061194,,0.672859,,,
0.543,-0.867881,-1.04558,-1.032197,-1.05581,-1.052212,-1.035569,-1.04558,,1.04558,1.035569,,1.052212,,1.05581,,1.032197,,0.68261,,,
0.544,-0.868089,-0.952243,-1.007581,-1.018265,-1.006181,-0.985325,-0.952243,,0.952243,0.985325,,1.006181,,1.018265,,1.007581,,0.691884,,,
0.545,-0.835444,-0.920046,-0.98176,-0.981701,-0.963497,-0.94036,-0.920046,,0.920046,0.94036,,0.963497,,0.981701,,0.98176,,0.699062,,,
0.546,-0.740887,-0.868897,-0.945629,-0.933538,-0.907845,-0.880518,-0.868897,,0.868897,0.880518,,0.907845,,0.933538,,0.945629,,0.701153,,,
0.547,-1.136319,-0.858015,-0.974233,-0.974094,-0.964963,-0.957259,-0.858015,,0.858015,0.957259,,0.964963,,0.974094,,0.974233,,0.722912,,,
0.548,-0.668415,-0.837116,-0.92836,-0.912959,-0.890826,-0.870606,-0.837116,,0.837116,0.870606,,0.890826,,0.912959,,0.92836,,0.720187,,,
0.549,-0.738903,-0.868077,-0.899941,-0.878147,-0.852845,-0.831095,-0.868077,,0.868077,0.831095,,0.852845,,0.878147,,0.899941,,0.721123,,,
0.55,-0.884489,-0.905507,-0.897624,-0.879416,-0.860756,-0.847113,-0.905507,,0.905507,0.847113,,0.860756,,0.879416,,0.897624,,0.729291,,,
0.551,-0.89435,-0.956699,-0.897133,-0.882403,-0.869155,-0.861284,-0.956699,,0.956699,0.861284,,0.869155,,0.882403,,0.897133,,0.737544,,,
0.552,-1.026658,-1.020927,-0.916561,-0.911254,-0.908531,-0.910896,-1.020927,,1.020927,0.910896,,0.908531,,0.911254,,0.916561,,0.752,,,
0.553,-0.546843,-1.050306,-0.861104,-0.838372,-0.818109,-0.80168,-1.050306,,1.050306,0.80168,,0.818109,,0.838372,,0.861104,,0.741742,,,
0.554,-1.208454,-1.106699,-0.913206,-0.912388,-0.915695,-0.923712,-1.106699,,1.106699,0.923712,,0.915695,,0.912388,,0.913206,,0.765077,,,
0.555,-1.279813,-1.127913,-0.968197,-0.985873,-1.006724,-1.030543,-1.127913,,1.127913,1.030543,,1.006724,,0.985873,,0.968197,,0.790814,,,
0.556,-1.398557,-1.118304,-1.032751,-1.06841,-1.104683,-1.140947,-1.118304,,1.118304,1.140947,,1.104683,,1.06841,,1.032751,,0.821201,,,
0.557,-1.447399,-1.109443,-1.094948,-1.144208,-1.190362,-1.232883,-1.109443,,1.109443,1.232883,,1.190362,,1.144208,,1.094948,,0.852511,,,
0.558,-1.459482,-1.105711,-1.149628,-1.207263,-1.257642,-1.300862,-1.105711,,1.105711,1.300862,,1.257642,,1.207263,,1.149628,,0.88286,,,
0.559,-1.288736,-1.096413,-1.170495,-1.223557,-1.265415,-1.297224,-1.096413,,1.096413,1.297224,,1.265415,,1.223557,,1.170495,,0.903154,,,
0.56,-0.972261,-1.029206,-1.140759,-1.173298,-1.192127,-1.199735,-1.029206,,1.029206,1.199735,,1.192127,,1.173298,,1.140759,,0.906609,,,
0.561,-0.778789,-0.979586,-1.086464,-1.094396,-1.088792,-1.073451,-0.979586,,0.979586,1.073451,,1.088792,,1.094396,,1.086464,,0.900218,,,
0.562,-0.796877,-0.933791,-1.043026,-1.034892,-1.015813,-0.990479,-0.933791,,0.933791,0.990479,,1.015813,,1.034892,,1.043026,,0.895051,,,
0.563,-0.985612,-0.853322,-1.034414,-1.025036,-1.008263,-0.989019,-0.853322,,0.853322,0.989019,,1.008263,,1.025036,,1.034414,,0.899579,,,
0.564,-0.44456,-0.785086,-0.945936,-0.908941,-0.867337,-0.825681,-0.785086,,0.785086,0.825681,,0.867337,,0.908941,,0.945936,,0.876828,,,
0.565,-0.469183,-0.78097,-0.874423,-0.820989,-0.767799,-0.718732,-0.78097,,0.78097,0.718732,,0.767799,,0.820989,,0.874423,,0.856446,,,
0.566,-0.73399,-0.771887,-0.853358,-0.80359,-0.759347,-0.723309,-0.771887,,0.771887,0.723309,,0.759347,,0.80359,,0.853358,,0.850323,,,
0.567,-0.894813,-0.774675,-0.859576,-0.821834,-0.793213,-0.77476,-0.774675,,0.774675,0.77476,,0.793213,,0.821834,,0.859576,,0.852547,,,
0.568,-0.562242,-0.80967,-0.814976,-0.769916,-0.73547,-0.711005,-0.80967,,0.80967,0.711005,,0.73547,,0.769916,,0.814976,,0.838032,,,
0.569,-0.708885,-0.798454,-0.799062,-0.75771,-0.728824,-0.710369,-0.798454,,0.798454,0.710369,,0.728824,,0.75771,,0.799062,,0.831575,,,
0.57,-1.243455,-0.88018,-0.865721,-0.854859,-0.857482,-0.870295,-0.88018,,0.88018,0.870295,,0.857482,,0.854859,,0.865721,,0.852169,,,
0.571,-0.872352,-0.880609,-0.866716,-0.858357,-0.861199,-0.870912,-0.880609,,0.880609,0.870912,,0.861199,,0.858357,,0.866716,,0.853178,,,
0.572,-0.80946,-0.854677,-0.858128,-0.848578,-0.848264,-0.852476,-0.854677,,0.854677,0.852476,,0.848264,,0.848578,,0.858128,,0.850992,,,
0.573,-1.181823,-0.848852,-0.906682,-0.915227,-0.931654,-0.95128,-0.848852,,0.848852,0.95128,,0.931654,,0.915227,,0.906682,,0.867534,,,
0.574,-0.862227,-0.849164,-0.900014,-0.904627,-0.914297,-0.924564,-0.849164,,0.849164,0.924564,,0.914297,,0.904627,,0.900014,,0.867268,,,
0.575,-1.343554,-0.90388,-0.966545,-0.992412,-1.021612,-1.050261,-0.90388,,0.90388,1.050261,,1.021612,,0.992412,,0.966545,,0.891083,,,
0.576,-0.473903,-0.867855,-0.892648,-0.88871,-0.884684,-0.877354,-0.867855,,0.867855,0.877354,,0.884684,,0.88871,,0.892648,,0.870224,,,
0.577,-0.44873,-0.834587,-0.826061,-0.800714,-0.775696,-0.748767,-0.834587,,0.834587,0.748767,,0.775696,,0.800714,,0.826061,,0.849149,,,
0.578,-0.830736,-0.821807,-0.826762,-0.806719,-0.789456,-0.773357,-0.821807,,0.821807,0.773357,,0.789456,,0.806719,,0.826762,,0.848228,,,
0.579,-0.565674,-0.721389,-0.787599,-0.75851,-0.73351,-0.711052,-0.721389,,0.721389,0.711052,,0.73351,,0.75851,,0.787599,,0.834101,,,
0.58,-1.310762,-0.611623,-0.866073,-0.86896,-0.877823,-0.890965,-0.611623,,0.611623,0.890965,,0.877823,,0.86896,,0.866073,,0.857934,,,
0.581,-0.847184,-0.542986,-0.86324,-0.864605,-0.870163,-0.877831,-0.542986,,0.542986,0.877831,,0.870163,,0.864605,,0.86324,,0.857396,,,
0.582,-0.506403,-0.544139,-0.809714,-0.792965,-0.779223,-0.766403,-0.544139,,0.544139,0.766403,,0.779223,,0.792965,,0.809714,,0.839847,,,
0.583,-0.668878,-0.519703,-0.788589,-0.768147,-0.751637,-0.737145,-0.519703,,0.519703,0.737145,,0.751637,,0.768147,,0.788589,,0.831298,,,
0.584,-0.077223,-0.425418,-0.681884,-0.629962,-0.583034,-0.539169,-0.425418,,0.425418,0.539169,,0.583034,,0.629962,,0.681884,,0.793594,,,
0.585,0.345198,-0.435423,-0.527822,-0.43493,-0.350976,-0.273859,-0.435423,,0.435423,0.273859,,0.350976,,0.43493,,0.527822,,0.736655,,,
0.586,-0.588552,-0.340452,-0.536931,-0.465655,-0.41037,-0.368267,-0.340452,,0.340452,0.368267,,0.41037,,0.465655,,0.536931,,0.72925,,,
0.587,-0.486584,-0.247059,-0.529379,-0.469841,-0.429423,-0.403762,-0.247059,,0.247059,0.403762,,0.429423,,0.469841,,0.529379,,0.717116,,,
0.588,-0.179933,-0.280611,-0.476962,-0.411859,-0.367051,-0.336613,-0.280611,,0.280611,0.336613,,0.367051,,0.411859,,0.476962,,0.690257,,,
0.589,0.2064,-0.289068,-0.374458,-0.288207,-0.223688,-0.173709,-0.289068,,0.289068,0.173709,,0.223688,,0.288207,,0.374458,,0.645424,,,
0.59,-0.675729,-0.326004,-0.419649,-0.365712,-0.336698,-0.324315,-0.326004,,0.326004,0.324315,,0.336698,,0.365712,,0.419649,,0.64694,,,
0.591,-0.266084,-0.400269,-0.396614,-0.345786,-0.319045,-0.306846,-0.400269,,0.400269,0.306846,,0.319045,,0.345786,,0.396614,,0.627897,,,
0.592,0.180143,-0.347867,-0.3101,-0.2406,-0.194248,-0.160749,-0.347867,,0.347867,0.160749,,0.194248,,0.2406,,0.3101,,0.587495,,,
0.593,-0.875474,-0.313437,-0.394906,-0.367575,-0.364554,-0.375167,-0.313437,,0.313437,0.375167,,0.364554,,0.367575,,0.394906,,0.601894,,,
0.594,-0.761913,-0.353962,-0.449957,-0.446443,-0.463894,-0.491191,-0.353962,,0.353962,0.491191,,0.463894,,0.446443,,0.449957,,0.609895,,,
0.595,-0.483516,-0.358669,-0.454991,-0.453857,-0.4688,-0.488888,-0.358669,,0.358669,0.488888,,0.4688,,0.453857,,0.454991,,0.603576,,,
0.596,-0.471721,-0.304516,-0.457501,-0.45743,-0.46953,-0.483738,-0.304516,,0.304516,0.483738,,0.46953,,0.45743,,0.457501,,0.596983,,,
0.597,-0.012131,-0.229173,-0.390695,-0.36837,-0.35518,-0.342256,-0.229173,,0.229173,0.342256,,0.35518,,0.36837,,0.390695,,0.56774,,,
0.598,-0.10785,-0.239401,-0.348268,-0.316266,-0.293348,-0.271934,-0.239401,,0.239401,0.271934,,0.293348,,0.316266,,0.348268,,0.544746,,,
0.599,-0.625703,-0.148489,-0.389884,-0.378154,-0.376436,-0.378065,-0.148489,,0.148489,0.378065,,0.376436,,0.378154,,0.389884,,0.548794,,,
0.6,0.154623,-0.032063,-0.308208,-0.271598,-0.243672,-0.218258,-0.032063,,0.032063,0.218258,,0.243672,,0.271598,,0.308208,,0.513623,,,
0.601,-0.080048,0.067027,-0.273984,-0.233288,-0.202766,-0.176795,0.067027,,0.067027,0.176795,,0.202766,,0.233288,,0.273984,,0.491944,,,
0.602,0.562682,0.156672,-0.148484,-0.074094,-0.011404,0.045048,0.156672,,0.156672,0.045048,,0.011404,,0.074094,,0.148484,,0.439213,,,
0.603,0.067635,0.145099,-0.116066,-0.045748,0.008356,0.051824,0.145099,,0.145099,0.051824,,0.008356,,0.045748,,0.116066,,0.41387,,,
0.604,0.12456,0.200558,-0.079972,-0.011687,0.037407,0.073645,0.200558,,0.200558,0.073645,,0.037407,,0.011687,,0.079972,,0.386949,,,
0.605,0.518774,0.257325,0.00984,0.094405,0.157749,0.207184,0.257325,,0.257325,0.207184,,0.157749,,0.094405,,0.00984,,0.341663,,,
0.606,0.606471,0.27486,0.099334,0.196819,0.269929,0.32697,0.27486,,0.27486,0.32697,,0.269929,,0.196819,,0.099334,,0.294256,,,
0.607,0.514376,0.266087,0.161591,0.26033,0.331041,0.383192,0.266087,,0.266087,0.383192,,0.331041,,0.26033,,0.161591,,0.253824,,,
0.608,-0.139432,0.248502,0.116437,0.180378,0.213423,0.226405,0.248502,,0.248502,0.226405,,0.213423,,0.180378,,0.116437,,0.248105,,,
0.609,0.502205,0.24177,0.174302,0.244743,0.285618,0.309145,0.24177,,0.24177,0.309145,,0.285618,,0.244743,,0.174302,,0.210589,,,
0.61,-0.001275,0.218556,0.147966,0.195539,0.213895,0.216019,0.218556,,0.218556,0.216019,,0.213895,,0.195539,,0.147966,,0.200124,,,
0.611,0.347517,0.217366,0.177899,0.225935,0.2473,0.255468,0.217366,,0.217366,0.255468,,0.2473,,0.225935,,0.177899,,0.172742,,,
0.612,-0.176553,0.20039,0.124731,0.145437,0.141337,0.125862,0.20039,,0.20039,0.125862,,0.141337,,0.145437,,0.124731,,0.172932,,,
0.613,0.369241,0.174908,0.161407,0.190198,0.198313,0.198876,0.174908,,0.174908,0.198876,,0.198313,,0.190198,,0.161407,,0.145824,,,
0.614,-0.006412,0.272641,0.136234,0.150876,0.147132,0.137289,0.272641,,0.272641,0.137289,,0.147132,,0.150876,,0.136234,,0.138853,,,
0.615,-0.1308,0.268403,0.096179,0.094541,0.077649,0.056863,0.268403,,0.268403,0.056863,,0.077649,,0.094541,,0.096179,,0.13845,,,
0.616,0.505688,0.330732,0.157606,0.17677,0.184659,0.19151,0.330732,,0.330732,0.19151,,0.184659,,0.17677,,0.157606,,0.106243,,,
0.617,0.419731,0.375109,0.196924,0.225362,0.243427,0.259976,0.375109,,0.375109,0.259976,,0.243427,,0.225362,,0.196924,,0.079945,,,
0.618,0.234077,0.449087,0.202497,0.227105,0.241089,0.252207,0.449087,,0.449087,0.252207,,0.241089,,0.227105,,0.202497,,0.064244,,,
0.619,0.935634,0.507893,0.312468,0.368811,0.414725,0.457235,0.507893,,0.507893,0.457235,,0.414725,,0.368811,,0.312468,,0.01425,,,
0.62,0.45559,0.576391,0.333936,0.386167,0.424942,0.456741,0.576391,,0.576391,0.456741,,0.424942,,0.386167,,0.333936,,0.009242,,,
0.621,0.684343,0.660617,0.386497,0.445802,0.489792,0.525022,0.660617,,0.660617,0.525022,,0.489792,,0.445802,,0.386497,,0.042997,,,
0.622,0.835655,0.73471,0.453871,0.523773,0.576258,0.618212,0.73471,,0.73471,0.618212,,0.576258,,0.523773,,0.453871,,0.08263,,,
0.623,0.637215,0.748907,0.481372,0.546461,0.591497,0.623913,0.748907,,0.748907,0.623913,,0.591497,,0.546461,,0.481372,,0.110359,,,
0.624,1.016099,0.739275,0.561581,0.640389,0.697648,0.741569,0.739275,,0.739275,0.741569,,0.697648,,0.640389,,0.561581,,0.155646,,,
0.625,0.747071,0.771699,0.589405,0.661725,0.710003,0.743219,0.771699,,0.771699,0.743219,,0.710003,,0.661725,,0.589405,,0.185218,,,
0.626,0.795688,0.869379,0.620347,0.688518,0.731425,0.75896,0.869379,,0.869379,0.75896,,0.731425,,0.688518,,0.620347,,0.215741,,,
0.627,1.320707,0.862183,0.725401,0.814956,0.878745,0.927484,0.862183,,0.862183,0.927484,,0.878745,,0.814956,,0.725401,,0.270989,,,
0.628,0.575894,0.796932,0.702975,0.767143,0.803032,0.822007,0.796932,,0.796932,0.822007,,0.803032,,0.767143,,0.702975,,0.286235,,,
0.629,0.128124,0.792908,0.616748,0.639339,0.634305,0.613842,0.792908,,0.792908,0.613842,,0.634305,,0.639339,,0.616748,,0.278329,,,
0.63,1.292298,0.755548,0.71808,0.769931,0.798803,0.817379,0.755548,,0.755548,0.817379,,0.798803,,0.769931,,0.71808,,0.329028,,,
0.631,1.530076,0.747418,0.839879,0.92196,0.981622,1.031188,0.747418,,0.747418,1.031188,,0.981622,,0.92196,,0.839879,,0.38908,,,
0.632,0.60519,0.71344,0.804676,0.858606,0.887514,0.903389,0.71344,,0.71344,0.903389,,0.887514,,0.858606,,0.804676,,0.399886,,,
0.633,0.117887,0.68302,0.701658,0.710462,0.695107,0.667738,0.68302,,0.68302,0.667738,,0.695107,,0.710462,,0.701658,,0.385786,,,
0.634,0.59295,0.724887,0.685352,0.68696,0.669568,0.645302,0.724887,,0.724887,0.645302,,0.669568,,0.68696,,0.685352,,0.396144,,,
0.635,0.60514,0.758943,0.67332,0.670596,0.653461,0.633253,0.758943,,0.758943,0.633253,,0.653461,,0.670596,,0.67332,,0.406594,,,
0.636,0.657639,0.753448,0.670968,0.668004,0.654505,0.640569,0.753448,,0.753448,0.640569,,0.654505,,0.668004,,0.670968,,0.419146,,,
0.637,0.421935,0.769072,0.633613,0.618791,0.596363,0.574979,0.769072,,0.769072,0.574979,,0.596363,,0.618791,,0.633613,,0.419285,,,
0.638,0.986088,0.822174,0.686484,0.69225,0.693794,0.698312,0.822174,,0.822174,0.698312,,0.693794,,0.69225,,0.686484,,0.447625,,,
0.639,1.03643,0.908848,0.738976,0.761086,0.779453,0.799747,0.908848,,0.908848,0.799747,,0.779453,,0.761086,,0.738976,,0.477066,,,
0.64,0.502735,0.959042,0.70354,0.709416,0.710274,0.710643,0.959042,,0.959042,0.710643,,0.710274,,0.709416,,0.70354,,0.478349,,,
0.641,1.231856,1.028293,0.782787,0.813904,0.840669,0.867007,1.028293,,1.028293,0.867007,,0.840669,,0.813904,,0.782787,,0.516025,,,
0.642,1.701946,1.026523,0.920661,0.991512,1.055988,1.117489,1.026523,,1.026523,1.117489,,1.055988,,0.991512,,0.920661,,0.575321,,,
0.643,1.189308,1.094065,0.960958,1.031071,1.089318,1.139035,1.094065,,1.094065,1.139035,,1.089318,,1.031071,,0.960958,,0.60602,,,
0.644,1.071301,1.090255,0.97751,1.039117,1.084814,1.118715,1.090255,,1.090255,1.118715,,1.084814,,1.039117,,0.97751,,0.629284,,,
0.645,1.145087,1.137338,1.002646,1.060311,1.099882,1.126626,1.137338,,1.137338,1.126626,,1.099882,,1.060311,,1.002646,,0.655074,,,
0.646,1.366903,1.172131,1.057285,1.12163,1.166637,1.198709,1.172131,,1.172131,1.198709,,1.166637,,1.12163,,1.057285,,0.690666,,,
0.647,0.638164,1.185674,0.994417,1.024937,1.034519,1.030546,1.185674,,1.185674,1.030546,,1.034519,,1.024937,,0.994417,,0.688041,,,
0.648,1.164901,1.076646,1.019989,1.052929,1.067115,1.070852,1.076646,,1.076646,1.070852,,1.067115,,1.052929,,1.019989,,0.711884,,,
0.649,0.944171,1.057444,1.008617,1.031178,1.036379,1.032848,1.057444,,1.057444,1.032848,,1.036379,,1.031178,,1.008617,,0.723498,,,
0.65,1.554348,1.040371,1.090476,1.135812,1.165871,1.189298,1.040371,,1.040371,1.189298,,1.165871,,1.135812,,1.090476,,0.76504,,,
0.651,0.885451,0.984578,1.059722,1.08574,1.095766,1.098144,0.984578,,0.984578,1.098144,,1.095766,,1.08574,,1.059722,,0.771061,,,
0.652,1.380836,0.939163,1.107889,1.144759,1.167033,1.182951,0.939163,,0.939163,1.182951,,1.167033,,1.144759,,1.107889,,0.80155,,,
0.653,0.502636,0.991583,1.017101,1.016334,1.000934,0.978857,0.991583,,0.991583,0.978857,,1.000934,,1.016334,,1.017101,,0.786604,,,
0.654,0.978081,0.958533,1.011248,1.008684,0.995221,0.978624,0.958533,,0.958533,0.978624,,0.995221,,1.008684,,1.011248,,0.796178,,,
0.655,0.883508,0.913014,0.992087,0.983649,0.967293,0.950089,0.913014,,0.913014,0.950089,,0.967293,,0.983649,,0.992087,,0.800544,,,
0.656,0.531362,0.862384,0.922979,0.893191,0.85831,0.824471,0.862384,,0.862384,0.824471,,0.85831,,0.893191,,0.922979,,0.787085,,,
0.657,0.867332,0.852489,0.914632,0.888019,0.860565,0.837329,0.852489,,0.852489,0.837329,,0.860565,,0.888019,,0.914632,,0.791098,,,
0.658,1.214782,0.815764,0.959654,0.953372,0.94912,0.950565,0.815764,,0.815764,0.950565,,0.94912,,0.953372,,0.959654,,0.812282,,,
0.659,0.801353,0.867393,0.935909,0.922968,0.912178,0.905802,0.867393,,0.867393,0.905802,,0.912178,,0.922968,,0.935909,,0.811735,,,
0.66,0.443468,0.831141,0.862043,0.827068,0.795,0.767101,0.831141,,0.831141,0.767101,,0.795,,0.827068,,0.862043,,0.793322,,,
0.661,0.997415,0.803715,0.882349,0.861137,0.845604,0.836196,0.803715,,0.803715,0.836196,,0.845604,,0.861137,,0.882349,,0.803527,,,
0.662,0.776607,0.861516,0.866487,0.844231,0.828355,0.818319,0.861516,,0.861516,0.818319,,0.828355,,0.844231,,0.866487,,0.802181,,,
0.663,0.976856,0.855855,0.883043,0.870756,0.86548,0.86588,0.855855,,0.855855,0.86588,,0.86548,,0.870756,,0.883043,,0.810914,,,
0.664,1.070562,0.756281,0.911171,0.910717,0.916751,0.927285,0.756281,,0.756281,0.927285,,0.916751,,0.910717,,0.911171,,0.823897,,,
0.665,0.579311,0.778382,0.861392,0.844436,0.832391,0.822893,0.778382,,0.778382,0.822893,,0.832391,,0.844436,,0.861392,,0.811668,,,
0.666,0.58182,0.811709,0.819456,0.791913,0.769748,0.750571,0.811709,,0.811709,0.750571,,0.769748,,0.791913,,0.819456,,0.800175,,,
0.667,1.167165,0.760925,0.871612,0.866963,0.869102,0.875549,0.760925,,0.760925,0.875549,,0.869102,,0.866963,,0.871612,,0.818525,,,
0.668,0.805069,0.707894,0.861631,0.854584,0.853094,0.854405,0.707894,,0.707894,0.854405,,0.853094,,0.854584,,0.861631,,0.817852,,,
0.669,0.119461,0.690861,0.750305,0.70756,0.669686,0.633922,0.690861,,0.690861,0.633922,,0.669686,,0.70756,,0.750305,,0.782932,,,
0.67,1.04447,0.649166,0.79443,0.774942,0.763382,0.757086,0.649166,,0.649166,0.757086,,0.763382,,0.774942,,0.79443,,0.796009,,,
0.671,0.810063,0.706421,0.796775,0.781966,0.775052,0.772979,0.706421,,0.706421,0.772979,,0.775052,,0.781966,,0.796775,,0.796712,,,
0.672,0.438794,0.710398,0.743078,0.713332,0.690988,0.672724,0.710398,,0.710398,0.672724,,0.690988,,0.713332,,0.743078,,0.778816,,,
0.673,0.193259,0.662126,0.660605,0.609317,0.566555,0.528884,0.662126,,0.662126,0.528884,,0.566555,,0.609317,,0.660605,,0.749538,,,
0.674,0.7895,0.634486,0.679939,0.645354,0.622292,0.607069,0.634486,,0.634486,0.607069,,0.622292,,0.645354,,0.679939,,0.751536,,,
0.675,0.611912,0.699336,0.669735,0.638665,0.619697,0.608522,0.699336,,0.699336,0.608522,,0.619697,,0.638665,,0.669735,,0.744555,,,
0.676,1.209116,0.678149,0.750642,0.752755,0.767052,0.7887,0.678149,,0.678149,0.7887,,0.767052,,0.752755,,0.750642,,0.767783,,,
0.677,0.625565,0.698044,0.731881,0.727317,0.73168,0.73976,0.698044,,0.698044,0.73976,,0.73168,,0.727317,,0.731881,,0.760672,,,
0.678,0.636178,0.704921,0.717525,0.70909,0.707804,0.708685,0.704921,,0.704921,0.708685,,0.707804,,0.70909,,0.717525,,0.754447,,,
0.679,0.501025,0.736565,0.68505,0.667477,0.65611,0.646387,0.736565,,0.736565,0.646387,,0.65611,,0.667477,,0.68505,,0.741776,,,
0.68,0.832818,0.71118,0.707215,0.700545,0.700287,0.702316,0.71118,,0.71118,0.702316,,0.700287,,0.700545,,0.707215,,0.746328,,,
0.681,0.811412,0.733118,0.722845,0.722718,0.728068,0.735045,0.733118,,0.733118,0.735045,,0.728068,,0.722718,,0.722845,,0.749583,,,
0.682,1.028901,0.714877,0.768753,0.783955,0.803276,0.823202,0.714877,,0.714877,0.823202,,0.803276,,0.783955,,0.768753,,0.763549,,,
0.683,0.514448,0.689646,0.730608,0.730053,0.731069,0.730576,0.689646,,0.689646,0.730576,,0.731069,,0.730053,,0.730608,,0.751093,,,
0.684,0.541343,0.65664,0.702218,0.692311,0.683638,0.673806,0.65664,,0.65664,0.673806,,0.683638,,0.692311,,0.702218,,0.740606,,,
0.685,0.51026,0.64775,0.673424,0.655901,0.640293,0.624742,0.64775,,0.64775,0.624742,,0.640293,,0.655901,,0.673424,,0.729089,,,
0.686,0.853231,0.585081,0.700395,0.695367,0.693528,0.693289,0.585081,,0.585081,0.693289,,0.693528,,0.695367,,0.700395,,0.735296,,,
0.687,1.008464,0.549203,0.746606,0.757986,0.772262,0.787841,0.549203,,0.549203,0.787841,,0.772262,,0.757986,,0.746606,,0.748954,,,
0.688,0.348029,0.399376,0.686819,0.675995,0.666204,0.655898,0.399376,,0.399376,0.655898,,0.666204,,0.675995,,0.686819,,0.728908,,,
0.689,0.273109,0.329804,0.624763,0.595418,0.56793,0.541061,0.329804,,0.329804,0.541061,,0.56793,,0.595418,,0.624763,,0.706118,,,
0.69,0.40324,0.255292,0.591534,0.556982,0.526757,0.499715,0.255292,,0.255292,0.499715,,0.526757,,0.556982,,0.591534,,0.690974,,,
0.691,0.143459,0.139725,0.524323,0.474278,0.430933,0.392838,0.139725,,0.139725,0.392838,,0.430933,,0.474278,,0.524323,,0.663598,,,
